,ID,Gender,MaritalStat,EducationLevel,Field,Experience,HappyWorkingHere?,TakeAdditionalCourse?,Position,Sector,Age,SatisfiedMySalary,WagePolicyFairness,SatisfiedNonWageCompensation,SatisfiedMyWork,SatisfiedMyOrganization,ManagementAttitude,WageReward,ColleaguesAttitude,WorkingConditions,JobSecurity,FinancialPerformance,NonFinancialPerformans
496,497.0,Female,Single,Bachelor,Construction,1 - 5 Years,Yes,Yes,Expert,Private,26.0,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,3.5,3.14,3.83,3.33,3.0,4.25,4.0
497,498.0,Male,Single,Bachelor,Information Technology,6 - 10 Years,Yes,No,Operation manager,State,35.0,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,4.42,4.43,3.83,4.33,4.0,3.75,4.5
498,499.0,Male,Single,Master,Finance,6 - 10 Years,Yes,Yes,Expert,Private,34.0,Agree,Agree,Neither agree nor disagree,Agree,Agree,3.5,3.29,3.0,2.83,3.5,3.5,3.0
499,500.0,Male,Single,Bachelor,Information Technology,11 - 15 Years,Yes,Yes,Mid-level manager,Private,38.0,Agree,Strongly disagree,Neither agree nor disagree,Agree,Strongly agree,4.08,3.71,4.5,3.67,4.0,4.5,3.75
500,501.0,Female,Single,Master,Service,6 - 10 Years,Yes,Yes,Mid-level manager,Private,29.0,Strongly disagree,Disagree,Strongly disagree,Agree,Agree,3.83,2.71,4.0,2.83,4.0,2.75,2.25
501,502.0,Female,Single,Master,Health Care,21 + Years,No,No,Mid-level manager,Private,41.0,Strongly disagree,Strongly disagree,Disagree,Strongly agree,Agree,3.42,1.86,4.67,4.17,5.0,3.25,3.5
502,503.0,Male,Single,Master,Health Care,21 + Years,No,No,Staff,State,40.0,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,2.33,1.86,1.0,1.33,5.0,1.5,2.5
503,504.0,Male,Single,Bachelor,Education,6 - 10 Years,Yes,Yes,Mid-level manager,Private,38.0,Agree,Agree,Agree,Strongly agree,Strongly agree,4.33,4.0,4.83,5.0,4.5,4.75,4.75
504,505.0,Female,Single,Master,Energy,1 - 5 Years,Yes,No,Expert,Private,26.0,Neither agree nor disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,2.92,2.86,4.0,3.0,2.5,4.5,4.75
505,506.0,Male,Single,Bachelor,Energy,16 - 20 Years,No,Yes,Operation manager,State,45.0,Strongly agree,Agree,Neither agree nor disagree,Strongly agree,Strongly agree,4.42,4.57,5.0,5.0,4.5,4.75,4.5
506,507.0,Female,Single,Master,Education,1 - 5 Years,Yes,No,Staff,State,28.0,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,4.0,4.0,4.17,4.17,5.0,2.25,2.75
507,508.0,Male,Single,Master,Education,6 - 10 Years,No,Yes,Mid-level manager,Private,36.0,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,4.58,5.0,4.17,5.0,5.0,3.5,4.0
508,509.0,Female,Single,Master,Health Care,11 - 15 Years,No,No,Mid-level manager,Private,38.0,Disagree,Disagree,Strongly disagree,Neither agree nor disagree,Disagree,2.5,1.71,3.67,1.83,3.0,2.5,2.25
509,510.0,Female,Single,Master,Health Care,6 - 10 Years,Yes,Yes,Staff,State,30.0,Agree,Disagree,Disagree,Agree,Disagree,2.33,2.43,4.33,3.0,4.0,4.0,3.0
510,511.0,Female,Single,Bachelor,Health Care,1 - 5 Years,No,No,Staff,State,26.0,Agree,Agree,Neither agree nor disagree,Agree,Agree,4.58,3.71,4.0,3.67,5.0,4.0,2.75
511,512.0,Female,Single,Bachelor,Health Care,1 - 5 Years,Yes,No,Staff,State,25.0,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,3.92,3.14,4.67,3.67,3.5,3.0,3.5
512,513.0,Male,Single,PhD,Health Care,11 - 15 Years,No,No,Expert,Private,37.0,Neither agree nor disagree,Strongly disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,2.67,2.14,2.17,3.17,3.0,2.5,2.5
513,514.0,Male,Single,Master,Education,21 + Years,Yes,Yes,Mid-level manager,Private,41.0,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,3.5,3.29,3.83,3.67,3.5,4.0,4.25
514,515.0,Male,Single,Bachelor,Education,11 - 15 Years,Yes,Yes,Mid-level manager,Private,36.0,Agree,Agree,Agree,Agree,Strongly agree,4.42,4.0,4.5,4.33,4.5,4.5,3.75
515,516.0,Male,Single,Bachelor,Service,1 - 5 Years,Yes,Yes,Senior manager,Private,33.0,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,4.42,3.29,4.33,4.33,5.0,2.75,1.0
516,517.0,Male,Single,Master,Construction,6 - 10 Years,Yes,No,Staff,State,33.0,Neither agree nor disagree,Agree,Strongly agree,Neither agree nor disagree,Disagree,3.5,3.43,2.67,3.0,5.0,2.75,2.75
517,518.0,Male,Single,Master,Finance,1 - 5 Years,No,Yes,Operation manager,State,30.0,Disagree,Disagree,Disagree,Neither agree nor disagree,Disagree,3.17,2.43,3.83,2.83,4.5,1.75,2.25
518,519.0,Male,Single,Bachelor,Finance,6 - 10 Years,No,No,Staff,State,29.0,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,2.42,4.14,4.0,3.83,5.0,1.75,1.0
519,520.0,Male,Single,Master,Information Technology,1 - 5 Years,Yes,Yes,Expert,Private,30.0,Strongly disagree,Disagree,Strongly disagree,Agree,Agree,4.08,3.0,4.83,3.67,5.0,2.75,2.75
520,521.0,Male,Single,Bachelor,Finance,1 - 5 Years,Yes,No,Staff,State,26.0,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,4.08,4.57,4.33,4.67,4.5,3.25,3.0
521,522.0,Female,Single,Master,Finance,1 - 5 Years,No,Yes,Staff,State,27.0,Disagree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,2.75,2.86,3.0,3.17,3.0,1.25,1.0
522,523.0,Female,Single,Bachelor,Finance,1 - 5 Years,No,Yes,Staff,State,26.0,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,2.25,2.86,1.83,3.0,3.0,2.5,2.25
523,524.0,Male,Single,Master,Health Care,11 - 15 Years,Yes,Yes,Mid-level manager,Private,39.0,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,3.67,3.29,3.0,3.5,4.5,3.75,3.75
524,525.0,Male,Single,Bachelor,Finance,11 - 15 Years,Yes,Yes,Operation manager,State,42.0,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,2.67,1.86,3.5,4.17,3.5,1.75,2.25
525,526.0,Male,Single,Bachelor,Finance,6 - 10 Years,No,No,Mid-level manager,Private,35.0,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,3.42,1.86,3.67,2.83,3.5,1.75,1.75
526,527.0,Male,Single,Master,Health Care,21 + Years,No,Yes,Staff,State,42.0,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,3.67,1.86,3.33,2.67,5.0,1.5,2.0
527,528.0,Male,Single,Bachelor,Finance,1 - 5 Years,Yes,Yes,Expert,Private,27.0,Agree,Agree,Strongly agree,Strongly agree,Agree,3.83,3.86,4.0,4.33,3.5,3.75,3.75
528,529.0,Male,Single,Bachelor,Service,1 - 5 Years,Yes,No,Mid-level manager,Private,32.0,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,4.42,4.86,4.5,4.83,5.0,4.25,4.0
529,530.0,Female,Single,Bachelor,Health Care,6 - 10 Years,Yes,Yes,Mid-level manager,Private,32.0,Agree,Agree,Neither agree nor disagree,Agree,Agree,4.25,3.14,4.0,3.83,4.0,3.0,3.25
530,531.0,Female,Single,Bachelor,Construction,1 - 5 Years,No,No,Staff,State,28.0,Agree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,2.92,2.29,3.33,3.17,3.5,2.75,3.0
531,532.0,Male,Single,Master,Energy,6 - 10 Years,Yes,Yes,Expert,Private,32.0,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Agree,4.0,3.57,4.33,4.0,4.5,4.25,4.25
532,533.0,Female,Single,Bachelor,Health Care,1 - 5 Years,Yes,Yes,Staff,State,25.0,Agree,Agree,Agree,Agree,Agree,4.25,3.71,4.0,3.83,5.0,4.0,4.0
533,534.0,Male,Single,Master,Education,6 - 10 Years,Yes,No,Operation manager,State,29.0,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,3.83,4.71,3.5,4.83,4.5,4.5,4.25
534,535.0,Male,Single,Master,Education,6 - 10 Years,Yes,No,Operation manager,State,29.0,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,3.83,4.71,3.5,4.83,4.5,4.5,4.25
535,536.0,Male,Single,Bachelor,Finance,6 - 10 Years,Yes,Yes,Operation manager,State,35.0,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly agree,3.92,4.0,3.67,4.67,4.0,3.75,3.75
536,537.0,Female,Single,Master,Health Care,11 - 15 Years,Yes,No,Mid-level manager,Private,34.0,Agree,Agree,Disagree,Agree,Agree,4.0,3.14,3.83,4.0,4.0,3.0,3.0
537,538.0,Male,Single,Bachelor,Finance,16 - 20 Years,Yes,No,Mid-level manager,Private,38.0,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,4.83,4.71,4.83,5.0,5.0,4.25,4.25
538,539.0,Male,Single,Bachelor,Service,6 - 10 Years,Yes,Yes,Expert,Private,34.0,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,4.17,4.43,4.17,4.33,4.5,4.75,4.5
539,540.0,Male,Single,PhD,Education,11 - 15 Years,Yes,No,Staff,State,37.0,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,2.92,1.71,3.0,2.67,4.0,2.75,3.0
540,541.0,Male,Single,Master,Information Technology,1 - 5 Years,Yes,Yes,Expert,Private,29.0,Neither agree nor disagree,Strongly disagree,Disagree,Strongly agree,Strongly agree,2.33,2.29,3.5,4.67,3.0,5.0,5.0
541,542.0,Male,Single,Bachelor,Health Care,1 - 5 Years,No,Yes,Expert,Private,27.0,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,3.58,3.14,3.67,2.83,4.0,2.75,3.0
542,543.0,Male,Single,Bachelor,Health Care,1 - 5 Years,No,Yes,Expert,Private,27.0,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,3.58,3.14,3.67,2.83,4.0,2.75,3.0
543,544.0,Male,Single,Master,Finance,1 - 5 Years,Yes,No,Expert,Private,27.0,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,3.58,2.57,3.83,3.67,5.0,3.5,3.5
544,545.0,Female,Single,Bachelor,Health Care,6 - 10 Years,No,No,Mid-level manager,Private,33.0,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,1.67,1.14,2.0,1.33,1.5,1.0,1.0
545,546.0,Male,Single,Master,Education,11 - 15 Years,Yes,Yes,Staff,State,41.0,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Agree,3.58,3.14,3.83,3.33,4.5,3.5,3.5
546,547.0,Male,Single,Master,Education,6 - 10 Years,Yes,Yes,Senior manager,Private,31.0,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,3.75,4.71,4.0,4.5,5.0,4.25,4.0
547,548.0,Male,Single,Master,Energy,6 - 10 Years,Yes,Yes,Mid-level manager,Private,32.0,Strongly agree,Agree,Neither agree nor disagree,Agree,Agree,3.83,4.29,3.33,4.5,4.5,4.0,4.5
548,549.0,Male,Single,Bachelor,Production,6 - 10 Years,Yes,Yes,Mid-level manager,Private,32.0,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,4.0,3.71,3.83,3.33,4.5,3.75,4.25
549,550.0,Male,Single,PhD,Education,16 - 20 Years,Yes,No,Mid-level manager,Private,40.0,Agree,Neither agree nor disagree,Agree,Strongly agree,Agree,3.83,3.43,3.83,4.33,3.0,3.0,3.0
550,551.0,Male,Single,Bachelor,Education,1 - 5 Years,Yes,No,Staff,State,28.0,Agree,Agree,Neither agree nor disagree,Agree,Strongly agree,4.67,4.0,4.17,4.17,4.5,4.75,5.0
551,552.0,Female,Single,Master,Education,6 - 10 Years,Yes,No,Mid-level manager,Private,34.0,Strongly agree,Agree,Neither agree nor disagree,Agree,Agree,4.08,3.86,4.5,4.5,4.0,3.25,4.0
552,553.0,Male,Single,Master,Health Care,11 - 15 Years,Yes,Yes,Mid-level manager,Private,33.0,Strongly agree,Disagree,Disagree,Agree,Agree,3.67,2.57,3.67,3.33,5.0,4.5,4.25
553,554.0,Male,Single,Master,Education,11 - 15 Years,Yes,No,Mid-level manager,Private,43.0,Agree,Disagree,Disagree,Agree,Agree,4.17,3.14,4.0,4.5,5.0,3.5,3.5
554,555.0,Male,Single,Master,Education,16 - 20 Years,Yes,No,Mid-level manager,Private,42.0,Agree,Agree,Neither agree nor disagree,Agree,Strongly agree,3.58,3.86,4.17,4.33,3.0,3.75,4.0
555,556.0,Male,Single,Bachelor,Education,16 - 20 Years,Yes,Yes,Expert,Private,48.0,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,3.42,3.43,3.83,4.0,4.0,3.75,4.25
556,557.0,Male,Single,Bachelor,Production,1 - 5 Years,No,No,Operation manager,State,25.0,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,3.42,3.0,3.0,3.17,3.0,3.0,3.0
557,558.0,Male,Single,PhD,Education,21 + Years,No,No,Senior manager,Private,44.0,Disagree,Disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,2.67,1.71,3.5,3.33,3.0,3.5,3.5
558,559.0,Male,Single,Master,Education,6 - 10 Years,Yes,No,Mid-level manager,Private,40.0,Agree,Agree,Disagree,Strongly agree,Strongly agree,4.0,3.71,3.83,5.0,3.5,3.25,3.25
559,560.0,Male,Single,Bachelor,Finance,1 - 5 Years,Yes,Yes,Mid-level manager,Private,21.0,Agree,Agree,Strongly agree,Agree,Agree,4.17,4.29,3.67,4.17,4.5,3.5,3.5
560,561.0,Female,Single,Master,Education,11 - 15 Years,Yes,Yes,Expert,Private,35.0,Agree,Agree,Agree,Strongly agree,Strongly agree,4.17,3.86,4.0,4.67,4.0,3.25,3.5
561,562.0,Male,Single,Bachelor,Health Care,6 - 10 Years,Yes,Yes,Mid-level manager,Private,29.0,Agree,Disagree,Disagree,Strongly agree,Agree,4.17,2.71,3.5,3.83,4.5,1.0,1.0
562,563.0,Male,Single,Master,Health Care,16 - 20 Years,Yes,No,Staff,State,42.0,Disagree,Strongly disagree,Strongly disagree,Agree,Strongly agree,1.42,1.43,2.33,2.5,1.5,3.25,2.25
563,564.0,Male,Single,Master,Finance,1 - 5 Years,Yes,Yes,Expert,Private,31.0,Neither agree nor disagree,Disagree,Strongly disagree,Agree,Agree,2.92,2.14,1.0,3.83,5.0,1.25,1.5
